Wavelength (nm),Counts
335.61,1615.0
335.959910675,1620.0
336.3098827,1597.0
336.659916075,1587.0
337.01001080000003,1577.0
337.360166875,1556.0
337.7103843,1547.0
338.06066307500004,1549.0
338.41100320000004,1551.0
338.761404675,1548.0
339.1118675,1547.0
339.462391675,1543.0
339.81297720000003,1541.0
340.16362407500003,-20.5189208984375
340.51433230000004,-18.5189208984375
340.865101875,-13.5189208984375
341.2159328,0.4810791015625
341.566825075,5.4810791015625
341.91777870000004,11.4810791015625
342.26879367500004,3.4810791015625
342.61987,-12.5189208984375
342.971007675,-8.5189208984375
343.32220670000004,0.4810791015625
343.673467075,1.4810791015625
344.0247888,-9.5189208984375
344.376171875,-12.5189208984375
344.7276163,-11.5189208984375
345.079122075,-6.5189208984375
345.4306892,-3.5189208984375
345.782317675,-0.5189208984375
346.1340075,-23.5189208984375
346.485758675,-10.5189208984375
346.8375712,-6.5189208984375
347.18944507500004,-6.5189208984375
347.5413803,0.4810791015625
347.893376875,4.4810791015625
348.2454348,9.4810791015625
348.597554075,13.4810791015625
348.9497347,25.4810791015625
349.301976675,26.4810791015625
349.65428,18.4810791015625
350.006644675,12.4810791015625
350.3590707,6.4810791015625
350.711558075,13.4810791015625
351.0641068,25.4810791015625
351.416716875,15.4810791015625
351.7693883,14.4810791015625
352.122121075,19.4810791015625
352.4749152,11.4810791015625
352.827770675,21.4810791015625
353.18068750000003,21.4810791015625
353.533665675,25.4810791015625
353.8867052,32.4810791015625
354.239806075,36.4810791015625
354.5929683,27.4810791015625
354.946191875,25.4810791015625
355.29947680000004,17.4810791015625
355.652823075,26.4810791015625
356.0062307,26.4810791015625
356.359699675,24.4810791015625
356.71323,18.4810791015625
357.066821675,32.4810791015625
357.4204747,35.4810791015625
357.77418907500004,27.4810791015625
358.12796480000003,13.4810791015625
358.48180187500003,5.4810791015625
358.83570030000004,5.4810791015625
359.189660075,0.4810791015625
359.54368120000004,-4.5189208984375
359.897763675,-2.5189208984375
360.2519075,-3.5189208984375
360.606112675,-7.5189208984375
360.96037920000003,-17.5189208984375
361.314707075,-11.5189208984375
361.66909630000004,-8.5189208984375
362.023546875,-10.5189208984375
362.3780588,-15.5189208984375
362.732632075,-15.5189208984375
363.08726670000004,-29.5189208984375
363.441962675,-31.5189208984375
363.79672,-27.5189208984375
364.15153867500004,-19.5189208984375
364.50641870000004,-9.5189208984375
364.861360075,-12.5189208984375
365.2163628,-4.5189208984375
365.57142687500004,-4.5189208984375
365.9265523,-11.5189208984375
366.281739075,-11.5189208984375
366.6369872,-10.5189208984375
366.99229667500003,-4.5189208984375
367.3476675,-3.5189208984375
367.70309967500003,-6.5189208984375
368.0585932,-8.5189208984375
368.414148075,-9.5189208984375
368.7697643,-5.5189208984375
369.12544187500004,-4.5189208984375
369.4811808,-4.5189208984375
369.83698107500004,-6.5189208984375
370.1928427,-8.5189208984375
370.548765675,2.4810791015625
370.90475000000004,0.4810791015625
371.260795675,5.4810791015625
371.6169027,3.4810791015625
371.973071075,-2.5189208984375
372.3293008,9.4810791015625
372.685591875,6.4810791015625
373.0419443,2.4810791015625
373.39835807500003,-4.5189208984375
373.7548332,4.4810791015625
374.111369675,9.4810791015625
374.4679675,17.4810791015625
374.824626675,14.4810791015625
375.1813472,14.4810791015625
375.53812907500003,14.4810791015625
375.8949723,15.4810791015625
376.251876875,15.4810791015625
376.60884280000005,27.4810791015625
376.965870075,43.4810791015625
377.3229587,27.4810791015625
377.68010867500004,25.4810791015625
378.03732,8.4810791015625
378.394592675,7.4810791015625
378.7519267,-0.5189208984375
379.109322075,-6.5189208984375
379.46677880000004,3.4810791015625
379.824296875,12.4810791015625
380.1818763,3.4810791015625
380.53951707500005,1.4810791015625
380.8972192,5.4810791015625
381.254982675,10.4810791015625
381.61280750000003,13.4810791015625
381.970693675,18.4810791015625
382.3286412,2.4810791015625
382.686650075,-8.5189208984375
383.0447203,-1.5189208984375
383.402851875,1.4810791015625
383.76104480000004,-8.5189208984375
384.119299075,-16.5189208984375
384.4776147,-19.5189208984375
384.835991675,-27.5189208984375
385.19443,-13.5189208984375
385.55292967500003,-6.5189208984375
385.9114907,-11.5189208984375
386.27011307500004,-4.5189208984375
386.62879680000003,-2.5189208984375
386.98754187500003,15.4810791015625
387.34634830000005,14.4810791015625
387.705216075,19.4810791015625
388.0641452,16.4810791015625
388.423135675,7.4810791015625
388.7821875,10.4810791015625
389.141300675,9.4810791015625
389.50047520000004,-2.5189208984375
389.859711075,2.4810791015625
390.21900830000004,2.4810791015625
390.57836687500003,14.4810791015625
390.9377868,9.4810791015625
391.29726807500003,7.4810791015625
391.6568107,5.4810791015625
392.016414675,-3.5189208984375
392.37608,5.4810791015625
392.735806675,10.4810791015625
393.0955947,24.4810791015625
393.455444075,23.4810791015625
393.8153548,14.4810791015625
394.175326875,8.4810791015625
394.53536030000004,-5.5189208984375
394.89545507500003,-11.5189208984375
395.25561120000003,-18.5189208984375
395.615828675,-10.5189208984375
395.9761075,-6.5189208984375
396.33644767500004,-9.5189208984375
396.69684920000003,-8.5189208984375
397.057312075,-13.5189208984375
397.41783630000003,-11.5189208984375
397.77842187500005,-10.5189208984375
398.1390688,-8.5189208984375
398.499777075,-0.5189208984375
398.8605467,3.4810791015625
399.221377675,17.4810791015625
399.58227,6.4810791015625
399.943223675,5.4810791015625
400.30423870000004,7.4810791015625
400.665315075,16.4810791015625
401.0264528,9.4810791015625
401.387651875,2.4810791015625
401.74891230000003,-3.5189208984375
402.110234075,2.4810791015625
402.4716172,-7.5189208984375
402.833061675,-12.5189208984375
403.1945675,-1.5189208984375
403.556134675,1.4810791015625
403.9177632,8.4810791015625
