wavenumber,theta
1942.2331788380125,43.0
1947.2467866866464,43.0
1952.1443790477388,43.0
1957.1485804050571,43.0
1962.036988250171,43.0
1967.031809563934,43.0
1971.9110587046234,43.0
1976.8965263235423,43.0
1981.7666424747295,43.0
1986.7427826489202,43.0
1991.603791429352,43.0
1996.5706303107963,43.0
2001.4225572434934,43.0
2006.3801208865007,43.0
2011.2229913992032,43.0
2016.171305760865,43.5
2021.0051451864729,43.5
2025.944236127114,43.5
2030.7690697041398,43.5
2035.698962987768,43.5
2040.5148158607644,43.5
2045.4355371555212,43.5
2050.242434375523,43.5
2055.1540092541327,45.0
2060.0609692439393,45.0
2064.854429719295,45.0
2069.7522816166893,45.0
2074.5368487995092,45.0
2079.42561794006,45.0
2084.3098042891816,45.0
2089.081028182358,45.0
2093.9561697433874,45.0
2098.7185621268527,45.0
2103.5846840009563,45.0
2108.446254884031,45.0
2113.1953965682005,45.0
2118.0479853822126,45.0
2122.8960421725496,45.0
2127.6319883829474,45.0
2132.471100513192,45.0
2137.3056994818653,45.0
2142.028505137554,45.0
2146.8541966476514,45.0
2151.6753937537524,45.0
2156.4921027317196,45.0
2161.197440112486,45.0
2166.005291005291,45.0
2170.808672389039,45.0
2175.5009963141547,36.0
2180.295556335266,36.0
2185.085665363549,36.0
2189.8713295941925,36.0
2194.5463539305,36.0
2199.323245537231,36.0
2204.095710726273,36.0
2208.863755647262,36.0
2213.521575888495,37.0
2218.280896565906,37.0
2223.0358152201843,37.0
2227.7863379558294,37.0
2232.532470866061,43.0
2237.168895411489,43.0
2241.9063641212924,43.0
2246.6394610833704,43.0
2251.3681923463228,43.0
2256.0925639475936,43.0
2260.8125819134984,43.0
2265.4235067752907,43.0
2270.1349319202473,43.0
2274.8420213092286,43.0
2279.5447809245416,43.0
2284.2432167374955,43.0
2288.937334708424,43.0
2293.627140786706,43.0
2298.208565424089,43.0
2302.8898610133892,43.0
2307.5668623613838,43.0
2312.2395753741457,43.0
2316.908005946925,43.0
2321.572159964173,43.0
2326.2320432995566,43.5
2330.8876618159993,43.5
2335.5390213656974,43.0
2340.186127790139,43.0
2344.82898692014,43.0
2349.467604575859,43.5
2354.1019865668313,43.5
2358.7321386919793,43.5
2363.358066739651,43.5
2367.8771176136834,43.5
2372.4947083784846,43.5
2377.1080922397905,43.5
2381.717274944096,43.5
2386.322262227437,43.5
2390.923059815408,43.5
2395.519673423196,43.5
2400.2141154607525,43.5
2404.8022855527634,43.5
2409.3862888740896,43.5
2413.9661310982683,43.5
2418.5418178885393,43.5
2423.1133548978705,43.5
2427.6807477689817,43.5
2432.2440021343646,43.5
2436.8031236163115,43.5
2441.3581178269305,43.5
2445.9089903681815,43.5
2450.4557468318817,43.5
2454.998392799742,43.5
2459.5369338433884,43.5
2464.071375524376,43.5
2468.702351336169,43.5
2473.2285201487975,43.5
2477.750606346088,43.5
2482.268615449346,43.5
2486.7825529699203,43.5
2491.2924244092355,43.5
2495.7982352588097,43.5
