Wavelength (nm),Counts
335.61,1529.0
335.959910675,1517.0
336.3098827,1499.0
336.659916075,1482.0
337.01001080000003,1470.0
337.360166875,1465.0
337.7103843,1480.0
338.06066307500004,1493.0
338.41100320000004,1509.0
338.761404675,1507.0
339.1118675,1513.0
339.462391675,1512.0
339.81297720000003,1519.0
340.16362407500003,23.595947265625
340.51433230000004,19.595947265625
340.865101875,4.595947265625
341.2159328,-14.404052734375
341.566825075,-23.404052734375
341.91777870000004,-26.404052734375
342.26879367500004,-21.404052734375
342.61987,-28.404052734375
342.971007675,-27.404052734375
343.32220670000004,-11.404052734375
343.673467075,-2.404052734375
344.0247888,-6.404052734375
344.376171875,-12.404052734375
344.7276163,-9.404052734375
345.079122075,-14.404052734375
345.4306892,-13.404052734375
345.782317675,-18.404052734375
346.1340075,-21.404052734375
346.485758675,-26.404052734375
346.8375712,-27.404052734375
347.18944507500004,-22.404052734375
347.5413803,-5.404052734375
347.893376875,-1.404052734375
348.2454348,7.595947265625
348.597554075,6.595947265625
348.9497347,9.595947265625
349.301976675,1.595947265625
349.65428,3.595947265625
350.006644675,-0.404052734375
350.3590707,-2.404052734375
350.711558075,-0.404052734375
351.0641068,3.595947265625
351.416716875,-2.404052734375
351.7693883,-13.404052734375
352.122121075,-9.404052734375
352.4749152,-20.404052734375
352.827770675,-27.404052734375
353.18068750000003,-20.404052734375
353.533665675,-9.404052734375
353.8867052,-7.404052734375
354.239806075,-2.404052734375
354.5929683,-11.404052734375
354.946191875,-14.404052734375
355.29947680000004,-13.404052734375
355.652823075,-19.404052734375
356.0062307,-14.404052734375
356.359699675,-6.404052734375
356.71323,7.595947265625
357.066821675,14.595947265625
357.4204747,-0.404052734375
357.77418907500004,6.595947265625
358.12796480000003,11.595947265625
358.48180187500003,11.595947265625
358.83570030000004,-1.404052734375
359.189660075,10.595947265625
359.54368120000004,14.595947265625
359.897763675,11.595947265625
360.2519075,3.595947265625
360.606112675,4.595947265625
360.96037920000003,0.595947265625
361.314707075,-0.404052734375
361.66909630000004,-2.404052734375
362.023546875,17.595947265625
362.3780588,7.595947265625
362.732632075,7.595947265625
363.08726670000004,14.595947265625
363.441962675,10.595947265625
363.79672,7.595947265625
364.15153867500004,2.595947265625
364.50641870000004,-0.404052734375
364.861360075,0.595947265625
365.2163628,-2.404052734375
365.57142687500004,3.595947265625
365.9265523,-6.404052734375
366.281739075,-3.404052734375
366.6369872,2.595947265625
366.99229667500003,-1.404052734375
367.3476675,-14.404052734375
367.70309967500003,-20.404052734375
368.0585932,-11.404052734375
368.414148075,0.595947265625
368.7697643,4.595947265625
369.12544187500004,5.595947265625
369.4811808,14.595947265625
369.83698107500004,14.595947265625
370.1928427,16.595947265625
370.548765675,15.595947265625
370.90475000000004,-0.404052734375
371.260795675,-2.404052734375
371.6169027,-5.404052734375
371.973071075,-4.404052734375
372.3293008,0.595947265625
372.685591875,-1.404052734375
373.0419443,-9.404052734375
373.39835807500003,-16.404052734375
373.7548332,-24.404052734375
374.111369675,-35.404052734375
374.4679675,-39.404052734375
374.824626675,-34.404052734375
375.1813472,-25.404052734375
375.53812907500003,-22.404052734375
375.8949723,-4.404052734375
376.251876875,2.595947265625
376.60884280000005,5.595947265625
376.965870075,-0.404052734375
377.3229587,7.595947265625
377.68010867500004,7.595947265625
378.03732,8.595947265625
378.394592675,12.595947265625
378.7519267,16.595947265625
379.109322075,15.595947265625
379.46677880000004,15.595947265625
379.824296875,21.595947265625
380.1818763,14.595947265625
380.53951707500005,4.595947265625
380.8972192,3.595947265625
381.254982675,3.595947265625
381.61280750000003,-5.404052734375
381.970693675,-12.404052734375
382.3286412,-1.404052734375
382.686650075,-4.404052734375
383.0447203,-3.404052734375
383.402851875,1.595947265625
383.76104480000004,1.595947265625
384.119299075,-4.404052734375
384.4776147,-6.404052734375
384.835991675,-3.404052734375
385.19443,4.595947265625
385.55292967500003,2.595947265625
385.9114907,6.595947265625
386.27011307500004,3.595947265625
386.62879680000003,4.595947265625
386.98754187500003,10.595947265625
387.34634830000005,6.595947265625
387.705216075,-4.404052734375
388.0641452,-2.404052734375
388.423135675,-9.404052734375
388.7821875,-5.404052734375
389.141300675,-12.404052734375
389.50047520000004,-20.404052734375
389.859711075,-6.404052734375
390.21900830000004,-8.404052734375
390.57836687500003,-7.404052734375
390.9377868,-0.404052734375
391.29726807500003,-2.404052734375
391.6568107,-6.404052734375
392.016414675,-23.404052734375
392.37608,-37.404052734375
392.735806675,-29.404052734375
393.0955947,-26.404052734375
393.455444075,-30.404052734375
393.8153548,-21.404052734375
394.175326875,-3.404052734375
394.53536030000004,-0.404052734375
394.89545507500003,-7.404052734375
395.25561120000003,-1.404052734375
395.615828675,-3.404052734375
395.9761075,-1.404052734375
396.33644767500004,-6.404052734375
396.69684920000003,1.595947265625
397.057312075,4.595947265625
397.41783630000003,-11.404052734375
397.77842187500005,-0.404052734375
398.1390688,-8.404052734375
398.499777075,2.595947265625
398.8605467,-5.404052734375
399.221377675,-8.404052734375
399.58227,-18.404052734375
399.943223675,-22.404052734375
400.30423870000004,-31.404052734375
400.665315075,-26.404052734375
401.0264528,-18.404052734375
401.387651875,0.595947265625
401.74891230000003,4.595947265625
402.110234075,8.595947265625
402.4716172,2.595947265625
402.833061675,5.595947265625
403.1945675,10.595947265625
403.556134675,17.595947265625
403.9177632,16.595947265625
404.279453075,21.595947265625
404.6412043,3.595947265625
405.003016875,-5.404052734375
405.3648908,-6.404052734375
405.726826075,7.595947265625
406.08882270000004,-0.404052734375
406.450880675,-17.404052734375
406.813,-18.404052734375
407.175180675,-13.404052734375
407.53742270000004,-23.404052734375
407.899726075,-22.404052734375
408.2620908,-21.404052734375
408.62451687500004,-31.404052734375
408.9870043,-35.404052734375
409.349553075,-33.404052734375
409.7121632,-27.404052734375
410.07483467500003,-23.404052734375
410.4375675,-32.404052734375
410.80036167500003,-38.404052734375
411.1632172,-39.404052734375
411.526134075,-42.404052734375
411.8891123,-37.404052734375
412.25215187500004,-29.404052734375
412.6152528,-28.404052734375
412.97841507500004,-26.404052734375
413.34163870000003,-31.404052734375
413.70492367500003,-28.404052734375
414.06827,-18.404052734375
414.431677675,-1.404052734375
414.79514670000003,-3.404052734375
415.158677075,-13.404052734375
415.5222688,-7.404052734375
415.885921875,2.595947265625
416.2496363,4.595947265625
416.61341207500004,-3.404052734375
416.9772492,-3.404052734375
417.341147675,-4.404052734375
417.70510750000005,-6.404052734375
418.069128675,-16.404052734375
418.4332112,-4.404052734375
418.79735507500004,-4.404052734375
419.1615603,-3.404052734375
419.525826875,9.595947265625
419.8901548,15.595947265625
420.254544075,22.595947265625
420.61899470000003,18.595947265625
420.98350667500006,18.595947265625
421.34808000000004,13.595947265625
421.71271467500003,0.595947265625
422.07741070000003,17.595947265625
422.44216807500004,16.595947265625
422.8069868,14.595947265625
423.17186687500003,16.595947265625
423.5368083,-6.404052734375
423.901811075,-1.404052734375
424.2668752,-0.404052734375
424.63200067500003,-1.404052734375
424.9971875,6.595947265625
425.36243567500003,8.595947265625
425.7277452,2.595947265625
426.093116075,-8.404052734375
426.4585483,-3.404052734375
426.82404187500003,-17.404052734375
427.1895968,-8.404052734375
427.555213075,-7.404052734375
427.92089070000003,-5.404052734375
428.28662967500003,-5.404052734375
428.65243,3.595947265625
429.018291675,1.595947265625
429.38421470000003,-14.404052734375
429.750199075,-10.404052734375
430.1162448,-14.404052734375
430.482351875,1.595947265625
430.8485203,-3.404052734375
431.21475007500004,1.595947265625
431.5810412,9.595947265625
431.947393675,9.595947265625
432.31380750000005,-8.404052734375
432.680282675,-8.404052734375
433.0468192,-21.404052734375
433.413417075,-25.404052734375
433.7800763,-12.404052734375
434.146796875,-5.404052734375
434.5135788,-4.404052734375
434.880422075,-5.404052734375
435.24732670000003,-5.404052734375
435.614292675,-9.404052734375
435.98132000000004,-10.404052734375
436.34840867500003,1.595947265625
436.71555870000003,8.595947265625
437.082770075,-0.404052734375
437.4500428,9.595947265625
437.81737687500004,5.595947265625
438.1847723,7.595947265625
438.552229075,6.595947265625
438.9197472,3.595947265625
439.28732667500003,12.595947265625
439.6549675,9.595947265625
440.02266967500003,14.595947265625
440.3904332,17.595947265625
440.758258075,34.595947265625
441.1261443,50.595947265625
441.49409187500004,49.595947265625
441.8621008,64.595947265625
442.23017107500004,53.595947265625
442.59830270000003,42.595947265625
442.96649567500003,41.595947265625
443.33475000000004,43.595947265625
443.703065675,54.595947265625
444.07144270000003,46.595947265625
444.439881075,29.595947265625
444.8083808,26.595947265625
445.176941875,22.595947265625
445.5455643,29.595947265625
445.91424807500005,42.595947265625
446.2829932,31.595947265625
446.651799675,21.595947265625
447.0206675,25.595947265625
447.389596675,19.595947265625
447.7585872,29.595947265625
448.12763907500005,27.595947265625
448.4967523,23.595947265625
448.865926875,8.595947265625
449.2351628,22.595947265625
449.604460075,24.595947265625
449.97381870000004,41.595947265625
450.343238675,47.595947265625
450.71272,49.595947265625
451.08226267500004,51.595947265625
451.4518667,48.595947265625
451.82153207500005,53.595947265625
452.1912588,58.595947265625
452.56104687500005,65.595947265625
452.93089630000003,71.595947265625
453.300807075,62.595947265625
453.6707792,55.595947265625
454.04081267500004,58.595947265625
454.4109075,63.595947265625
454.78106367500004,71.595947265625
455.1512812,64.595947265625
455.521560075,64.595947265625
455.89190030000003,67.595947265625
456.26230187500005,61.595947265625
456.6327648,61.595947265625
457.003289075,59.595947265625
457.37387470000004,61.595947265625
457.74452167500004,56.595947265625
458.11523,52.595947265625
458.485999675,46.595947265625
458.85683070000005,58.595947265625
459.22772307500003,62.595947265625
459.5986768,58.595947265625
459.969691875,44.595947265625
460.34076830000004,44.595947265625
460.711906075,34.595947265625
461.08310520000003,34.595947265625
461.454365675,33.595947265625
461.8256875,39.595947265625
462.197070675,49.595947265625
462.56851520000004,40.595947265625
462.940021075,43.595947265625
463.31158830000004,39.595947265625
463.683216875,43.595947265625
464.0549068,30.595947265625
464.426658075,23.595947265625
464.79847070000005,34.595947265625
465.170344675,52.595947265625
465.54228,43.595947265625
465.914276675,30.595947265625
466.2863347,33.595947265625
466.658454075,30.595947265625
467.03063480000003,29.595947265625
467.40287687500006,37.595947265625
467.7751803,41.595947265625
468.14754507500004,54.595947265625
468.5199712,40.595947265625
468.89245867500006,46.595947265625
469.2650075,49.595947265625
469.637617675,47.595947265625
470.0102892,35.595947265625
470.38302207500004,45.595947265625
470.7558163,49.595947265625
471.128671875,51.595947265625
471.50158880000004,55.595947265625
471.874567075,49.595947265625
472.2476067,44.595947265625
472.62070767500006,57.595947265625
472.99387,61.595947265625
473.367093675,66.595947265625
473.74037870000006,59.595947265625
474.11372507500005,59.595947265625
474.48713280000004,56.595947265625
474.86060187500004,53.595947265625
475.23413230000006,50.595947265625
475.607724075,47.595947265625
475.9813772,46.595947265625
476.35509167500004,33.595947265625
476.72886750000004,26.595947265625
477.10270467500004,25.595947265625
477.4766032,28.595947265625
477.850563075,23.595947265625
478.22458430000006,31.595947265625
478.59866687500005,28.595947265625
478.97281080000005,19.595947265625
479.34701607500006,15.595947265625
479.7212827,9.595947265625
480.095610675,12.595947265625
480.47,24.595947265625
480.844450675,28.595947265625
481.2189627,24.595947265625
481.59353607500003,31.595947265625
481.96817080000005,23.595947265625
482.342866875,21.595947265625
